Timestamp,Forecast_Power_Load
2018-08-03 01:00:00,5083.46435546875
2018-08-03 02:00:00,4821.35595703125
2018-08-03 03:00:00,4653.6630859375
2018-08-03 04:00:00,4546.64892578125
2018-08-03 05:00:00,4591.59765625
2018-08-03 06:00:00,4782.34375
2018-08-03 07:00:00,5049.45263671875
2018-08-03 08:00:00,5304.326171875
2018-08-03 09:00:00,5533.45458984375
2018-08-03 10:00:00,5784.1611328125
2018-08-03 11:00:00,6047.52392578125
2018-08-03 12:00:00,6270.3232421875
2018-08-03 13:00:00,6499.73779296875
2018-08-03 14:00:00,6681.46240234375
2018-08-03 15:00:00,6821.841796875
2018-08-03 16:00:00,6931.02490234375
2018-08-03 17:00:00,6995.23291015625
2018-08-03 18:00:00,6967.6787109375
2018-08-03 19:00:00,6812.6689453125
2018-08-03 20:00:00,6631.5927734375
2018-08-03 21:00:00,6488.1943359375
2018-08-03 22:00:00,6285.47412109375
2018-08-03 23:00:00,5850.37158203125
2018-08-04 00:00:00,5431.6923828125
2018-08-04 01:00:00,5024.92822265625
2018-08-04 02:00:00,4725.65380859375
2018-08-04 03:00:00,4544.86083984375
2018-08-04 04:00:00,4401.55615234375
2018-08-04 05:00:00,4340.6630859375
2018-08-04 06:00:00,4383.619140625
2018-08-04 07:00:00,4433.0771484375
2018-08-04 08:00:00,4624.94580078125
2018-08-04 09:00:00,4950.76513671875
2018-08-04 10:00:00,5277.9609375
2018-08-04 11:00:00,5579.99951171875
2018-08-04 12:00:00,5854.61767578125
2018-08-04 13:00:00,6043.046875
2018-08-04 14:00:00,6186.509765625
2018-08-04 15:00:00,6313.890625
2018-08-04 16:00:00,6401.43310546875
2018-08-04 17:00:00,6455.80517578125
2018-08-04 18:00:00,6442.23193359375
2018-08-04 19:00:00,6274.89990234375
2018-08-04 20:00:00,6094.27880859375
2018-08-04 21:00:00,5986.3896484375
2018-08-04 22:00:00,5818.47412109375
2018-08-04 23:00:00,5433.23681640625
2018-08-05 00:00:00,5023.0478515625
2018-08-05 01:00:00,4662.76708984375
2018-08-05 02:00:00,4451.1591796875
2018-08-05 03:00:00,4287.5458984375
2018-08-05 04:00:00,4149.28662109375
2018-08-05 05:00:00,4080.7314453125
2018-08-05 06:00:00,4103.6875
2018-08-05 07:00:00,4138.98095703125
2018-08-05 08:00:00,4320.623046875
2018-08-05 09:00:00,4677.2626953125
2018-08-05 10:00:00,5062.39697265625
2018-08-05 11:00:00,5380.68017578125
2018-08-05 12:00:00,5637.96435546875
2018-08-05 13:00:00,5863.82763671875
2018-08-05 14:00:00,6076.7958984375
2018-08-05 15:00:00,6226.3583984375
2018-08-05 16:00:00,6372.50048828125
2018-08-05 17:00:00,6495.47314453125
2018-08-05 18:00:00,6552.9052734375
2018-08-05 19:00:00,6481.61083984375
2018-08-05 20:00:00,6299.4033203125
2018-08-05 21:00:00,6183.3251953125
2018-08-05 22:00:00,6003.662109375
2018-08-05 23:00:00,5588.50634765625
2018-08-06 00:00:00,5152.9765625
2018-08-06 01:00:00,4808.97119140625
2018-08-06 02:00:00,4585.5869140625
2018-08-06 03:00:00,4445.67236328125
2018-08-06 04:00:00,4357.982421875
2018-08-06 05:00:00,4390.14501953125
2018-08-06 06:00:00,4611.4931640625
2018-08-06 07:00:00,4930.9501953125
2018-08-06 08:00:00,5220.64990234375
2018-08-06 09:00:00,5509.826171875
2018-08-06 10:00:00,5844.529296875
2018-08-06 11:00:00,6203.798828125
2018-08-06 12:00:00,6531.865234375
2018-08-06 13:00:00,6772.384765625
2018-08-06 14:00:00,6971.2607421875
2018-08-06 15:00:00,7081.02490234375
2018-08-06 16:00:00,7144.8046875
2018-08-06 17:00:00,7253.236328125
2018-08-06 18:00:00,7275.5009765625
2018-08-06 19:00:00,7138.53955078125
2018-08-06 20:00:00,6925.68505859375
2018-08-06 21:00:00,6776.22314453125
2018-08-06 22:00:00,6523.4052734375
2018-08-06 23:00:00,6017.0498046875
2018-08-07 00:00:00,5519.41064453125
2018-08-07 01:00:00,5131.11962890625
2018-08-07 02:00:00,4843.8515625
2018-08-07 03:00:00,4666.25634765625
2018-08-07 04:00:00,4570.771484375
2018-08-07 05:00:00,4619.205078125
2018-08-07 06:00:00,4833.6181640625
2018-08-07 07:00:00,5158.50439453125
2018-08-07 08:00:00,5406.35693359375
2018-08-07 09:00:00,5674.56689453125
2018-08-07 10:00:00,5962.71533203125
2018-08-07 11:00:00,6273.61962890625
2018-08-07 12:00:00,6541.2080078125
2018-08-07 13:00:00,6790.02294921875
2018-08-07 14:00:00,7004.09912109375
2018-08-07 15:00:00,7185.7646484375
2018-08-07 16:00:00,7332.92529296875
2018-08-07 17:00:00,7449.14794921875
2018-08-07 18:00:00,7488.67333984375
2018-08-07 19:00:00,7351.28369140625
2018-08-07 20:00:00,7114.5146484375
2018-08-07 21:00:00,6937.80712890625
2018-08-07 22:00:00,6680.25927734375
2018-08-07 23:00:00,6150.67138671875
2018-08-08 00:00:00,5629.333984375
2018-08-08 01:00:00,5210.47119140625
2018-08-08 02:00:00,4952.70458984375
2018-08-08 03:00:00,4795.73046875
2018-08-08 04:00:00,4714.4365234375
2018-08-08 05:00:00,4705.462890625
2018-08-08 06:00:00,4902.46044921875
2018-08-08 07:00:00,5214.48828125
2018-08-08 08:00:00,5509.8818359375
2018-08-08 09:00:00,5793.306640625
2018-08-08 10:00:00,6093.330078125
2018-08-08 11:00:00,6408.85302734375
2018-08-08 12:00:00,6675.48828125
2018-08-08 13:00:00,6917.6279296875
2018-08-08 14:00:00,7138.43701171875
2018-08-08 15:00:00,7276.96435546875
2018-08-08 16:00:00,7395.91650390625
2018-08-08 17:00:00,7453.4384765625
2018-08-08 18:00:00,7432.9931640625
2018-08-08 19:00:00,7285.28173828125
2018-08-08 20:00:00,7049.5859375
2018-08-08 21:00:00,6886.59716796875
2018-08-08 22:00:00,6662.416015625
2018-08-08 23:00:00,6140.1298828125
2018-08-09 00:00:00,5634.55419921875
2018-08-09 01:00:00,5214.27294921875
2018-08-09 02:00:00,4950.6953125
2018-08-09 03:00:00,4796.08203125
2018-08-09 04:00:00,4711.14306640625
2018-08-09 05:00:00,4703.19921875
2018-08-09 06:00:00,4901.1728515625
2018-08-09 07:00:00,5208.2265625
2018-08-09 08:00:00,5484.67822265625
2018-08-09 09:00:00,5777.0263671875
2018-08-09 10:00:00,6096.267578125
2018-08-09 11:00:00,6401.6904296875
2018-08-09 12:00:00,6681.013671875
2018-08-09 13:00:00,6905.97705078125
2018-08-09 14:00:00,7089.6748046875
2018-08-09 15:00:00,7255.7021484375
2018-08-09 16:00:00,7394.71923828125
2018-08-09 17:00:00,7456.4541015625
2018-08-09 18:00:00,7436.49609375
2018-08-09 19:00:00,7280.6923828125
2018-08-09 20:00:00,7008.41064453125
2018-08-09 21:00:00,6879.6240234375
2018-08-09 22:00:00,6658.025390625
